lot_id,substrate_id,pixel_id,session_id,sweep_id,sweep_direction,sequence_index,target_suns,reference_detector_id,reference_signal_raw,reference_signal_unit,reference_dark_raw,calibrated_suns,calibration_relative_u_1sigma,calibration_correlation_group,dut_temperature_K,dut_temperature_u_K,voc_V,voc_u_V,anchor_flag,prepost_anchor_pair_id,qc_status,deviation_note,source_spectrum_id,spectral_mismatch_factor,spectral_mismatch_u_rel
LOT1,S01,A,SES01,SW-ascending,ascending,16,1.5881855715843545,REF1,158818.55715843543,count,100,1.5894019917640285,0.001,smooth_shape,299.98560483416674,0.05,0.8620789076048136,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-ascending,ascending,17,2.0,REF1,200000.0,count,100,2.0020010003334168,0.001,smooth_shape,299.951930125406,0.05,0.8681886054064513,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,18,2.0,REF1,200000.0,count,100,2.0020010003334168,0.001,smooth_shape,299.9624506376614,0.05,0.8682886054064513,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,19,1.5881855715843545,REF1,158818.55715843543,count,100,1.5894019917640285,0.001,smooth_shape,300.0074938604831,0.05,0.8621789076048136,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,20,1.2611667048943616,REF1,126116.67048943616,count,100,1.2618763107237938,0.001,smooth_shape,300.04564726253636,0.05,0.8561288128724625,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,21,1.0014833820379043,REF1,100148.33820379044,count,100,1.001874662901081,0.001,smooth_shape,300.0418327819268,0.05,0.8501383212093978,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,22,0.7952707287670506,REF1,79527.07287670506,count,100,0.7954695713035238,0.001,smooth_shape,299.99955743453546,0.05,0.8442074326156196,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,23,0.6315187484656023,REF1,63151.87484656023,count,100,0.6316075620341629,0.001,smooth_shape,299.9576889797912,0.05,0.8383361470911278,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,24,0.5014844822490394,REF1,50148.44822490394,count,100,0.5015158260086623,0.001,smooth_shape,299.95472108189966,0.05,0.8325244646359224,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,25,0.39822520954068735,REF1,39822.520954068736,count,100,0.39823143185819815,0.001,smooth_shape,299.9933824124951,0.05,0.8267723852500035,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,26,0.316227766016838,REF1,31622.7766016838,count,100,0.316227766016838,0.001,smooth_shape,300.038127922524,0.05,0.8210799089333711,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,27,0.2511141876611476,REF1,25111.418766114763,count,100,0.25111811135098355,0.001,smooth_shape,300.04781879642024,0.05,0.8154470356860252,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,28,0.19940796483178033,REF1,19940.796483178034,count,100,0.19942042821905911,0.001,smooth_shape,300.0135452894154,0.05,0.8098737655079656,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,29,0.15834842630241697,REF1,15834.842630241697,count,100,0.15837069561564013,0.001,smooth_shape,299.96681830578933,0.05,0.8043600983991926,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,30,0.12574334296829356,REF1,12574.334296829356,count,100,0.1257747827338426,0.001,smooth_shape,299.9505984187954,0.05,0.7989060343597061,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,31,0.0998518815125134,REF1,9985.18815125134,count,100,0.09989089377281525,0.001,smooth_shape,299.9797981177338,0.05,0.793511573389506,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,32,0.07929165875686217,REF1,7929.165875686217,count,100,0.07933627286145348,0.001,smooth_shape,300.0275713340621,0.05,0.7881767154885922,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,33,0.06296493419231937,REF1,6296.493419231937,count,100,0.06301316017921521,0.001,smooth_shape,300.04999559300535,0.05,0.7829014606569651,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,SW-descending,descending,34,0.05,REF1,5000.0,count,100,0.05005002500833542,0.001,smooth_shape,300.026454134306,0.05,0.7776858088946244,0.0003,false,,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,ANCH,anchor,35,1.0,REF1,100000,count,100,1.0,0.001,session_drift,300.0,0.05,0.9,0.0003,true,PAIR1,PASS,,SPEC-A,1.002,0.002
LOT1,S01,A,SES01,ANCH,anchor,36,1.0,REF1,100100,count,100,1.0,0.001,session_drift,300.0,0.05,0.9002,0.0003,true,PAIR1,PASS,,SPEC-A,1.002,0.002
